course_id,name,start_date,end_date,hours,coach_id,branch_id,location,fee,requirement,max_seats,img
300170,Morning Weightlifting Power Session,2025-06-27,2025-07-25,2.0,156976,GY807116,Studio C1,60,No experience required,15,/images/weightlifting-3.jpg
300283,Afternoon Weightlifting Strength Program,2025-06-27,2025-07-25,2.0,106635,GY873199,Studio B5,180,Basic fitness required,20,/images/weightlifting-5.jpg
300330,Afternoon Weightlifting Technique Class,2025-06-27,2025-09-19,2.0,152471,GY983612,Studio B4,240,No experience required,30,/images/weightlifting-1.jpg
300037,Evening Dance Zumba Session,2025-06-27,2025-08-22,2.0,127335,GY045588,Studio C5,120,Medical clearance needed,25,/images/dance-1.jpg
300131,Weekend Yoga Prenatal Session,2025-06-27,2025-08-22,2.0,105363,GY778134,Studio C1,60,Medical clearance needed,20,/images/yoga-2.jpg
300273,Afternoon Cycling HIIT Session,2025-06-28,2025-07-26,2.0,119465,GY655481,Studio B5,180,Medical clearance needed,30,/images/cycling-5.jpg
300218,Afternoon Weightlifting Olympic Workshop,2025-06-28,2025-08-23,2.0,150979,GY415430,Studio B5,150,Basic fitness required,25,/images/weightlifting-3.jpg
300025,Evening Yoga Prenatal Program,2025-06-28,2025-07-26,2.0,111399,GY697879,Studio A3,280,Basic fitness required,25,/images/yoga-4.jpg
300123,Morning Dance Zumba Class,2025-06-28,2025-08-23,2.0,105594,GY087507,Studio A1,230,Basic fitness required,25,/images/dance-3.jpg
300462,Morning Pilates Clinical Class,2025-06-28,2025-09-20,2.0,112834,GY628631,Studio B5,280,No experience required,25,/images/pilates-2.jpg
300086,Morning Pilates Clinical Session,2025-06-28,2025-07-26,2.0,106707,GY200061,Studio C3,210,Age 16+,25,/images/pilates-1.jpg
300184,Weekend Cycling Indoor Program,2025-06-29,2025-07-27,2.0,121522,GY549013,Studio B1,160,Medical clearance needed,20,/images/cycling-2.jpg
300282,Afternoon Martial Arts Boxing Program,2025-06-29,2025-08-24,2.0,166394,GY113587,Studio B5,300,Basic fitness required,20,/images/martial arts-3.jpg
300207,Afternoon Pilates Group Class,2025-06-29,2025-07-27,2.0,138151,GY701388,Studio B1,230,No experience required,20,/images/pilates-3.jpg
300124,Morning Weightlifting Technique Session,2025-06-29,2025-09-21,2.0,100479,GY045588,Studio B1,90,Medical clearance needed,20,/images/weightlifting-4.jpg
300280,Afternoon Martial Arts Kickboxing Program,2025-06-29,2025-07-27,2.0,101661,GY190425,Studio C5,90,Basic fitness required,20,/images/martial arts-5.jpg
300047,Evening Weightlifting Technique Workshop,2025-06-29,2025-09-21,2.0,109886,GY014722,Studio A3,120,No experience required,15,/images/weightlifting-1.jpg
300387,Weekend Weightlifting Olympic Workshop,2025-06-29,2025-09-21,2.0,130458,GY642998,Studio B1,60,Medical clearance needed,25,/images/weightlifting-1.jpg
300341,Weekend Yoga Advanced Session,2025-06-30,2025-08-25,2.0,166722,GY356059,Studio A3,270,Age 16+,30,/images/yoga-2.jpg
300004,Morning Yoga Advanced Workshop,2025-06-30,2025-08-25,2.0,163697,GY839193,Studio C2,260,No experience required,30,/images/yoga-2.jpg
300003,Afternoon Martial Arts Boxing Class,2025-06-30,2025-07-28,2.0,148902,GY722359,Studio C5,120,Basic fitness required,25,/images/martial arts-4.jpg
300060,Morning Pilates Clinical Session,2025-06-30,2025-09-22,2.0,119596,GY109009,Studio A1,190,Age 16+,15,/images/pilates-3.jpg
300040,Afternoon Pilates Clinical Session,2025-06-30,2025-08-25,2.0,156076,GY172723,Studio A4,180,Age 16+,30,/images/pilates-5.jpg
300416,Afternoon Martial Arts MMA Class,2025-06-30,2025-07-28,2.0,105441,GY579437,Studio A2,260,No experience required,20,/images/martial arts-1.jpg
300336,Evening Pilates Group Class,2025-06-30,2025-08-25,2.0,107592,GY975046,Studio B1,160,Age 16+,20,/images/pilates-4.jpg
300128,Morning Cycling HIIT Session,2025-06-30,2025-07-28,2.0,150702,GY476239,Studio A4,70,Medical clearance needed,25,/images/cycling-3.jpg
300137,Afternoon Martial Arts Kickboxing Workshop,2025-07-01,2025-07-29,2.0,143411,GY597873,Studio C2,120,Basic fitness required,25,/images/martial arts-1.jpg
300372,Evening Cycling Endurance Workshop,2025-07-01,2025-09-23,2.0,116906,GY797264,Studio C1,280,Basic fitness required,20,/images/cycling-3.jpg
300261,Evening Pilates Group Workshop,2025-07-01,2025-07-29,2.0,104311,GY811525,Studio B3,150,Age 16+,30,/images/pilates-5.jpg
300334,Afternoon Martial Arts Boxing Session,2025-07-01,2025-09-23,2.0,127833,GY673528,Studio C1,150,No experience required,30,/images/martial arts-2.jpg
300073,Weekend Dance Hip-hop Workshop,2025-07-01,2025-07-29,2.0,110646,GY240684,Studio A1,60,Medical clearance needed,15,/images/dance-1.jpg
300187,Morning Pilates Mat Class,2025-07-01,2025-07-29,2.0,124170,GY014429,Studio B1,110,Basic fitness required,30,/images/pilates-2.jpg
300205,Weekend Yoga Hot Workshop,2025-07-01,2025-09-23,2.0,149427,GY448309,Studio C2,260,Medical clearance needed,20,/images/yoga-1.jpg
300498,Afternoon Weightlifting Olympic Session,2025-07-02,2025-09-24,2.0,150144,GY014722,Studio A5,130,Medical clearance needed,30,/images/weightlifting-1.jpg
300175,Weekend Pilates Group Program,2025-07-02,2025-08-27,2.0,113444,GY337141,Studio B5,250,Medical clearance needed,25,/images/pilates-3.jpg
300451,Morning Dance Hip-hop Workshop,2025-07-02,2025-08-27,2.0,144173,GY147558,Studio B3,90,Age 16+,25,/images/dance-5.jpg
300397,Morning Weightlifting Olympic Workshop,2025-07-02,2025-07-30,2.0,153310,GY465252,Studio B2,140,No experience required,25,/images/weightlifting-3.jpg
300085,Afternoon Pilates Clinical Workshop,2025-07-02,2025-09-24,2.0,109763,GY916601,Studio C1,130,No experience required,30,/images/pilates-5.jpg
300313,Evening Pilates Group Program,2025-07-03,2025-07-31,2.0,116391,GY192714,Studio B2,170,Age 16+,25,/images/pilates-1.jpg
300139,Weekend Pilates Clinical Program,2025-07-03,2025-09-25,2.0,106483,GY302687,Studio B5,300,Basic fitness required,25,/images/pilates-1.jpg
300326,Afternoon Dance Zumba Session,2025-07-03,2025-07-31,2.0,113827,GY876173,Studio A1,60,Medical clearance needed,30,/images/dance-1.jpg
300337,Morning Cycling Endurance Class,2025-07-03,2025-09-25,2.0,137053,GY277165,Studio A1,270,No experience required,25,/images/cycling-1.jpg
300134,Weekend Dance Zumba Class,2025-07-04,2025-08-29,2.0,134541,GY067959,Studio C1,280,Age 16+,25,/images/dance-5.jpg
300418,Afternoon Martial Arts Kickboxing Workshop,2025-07-04,2025-08-01,2.0,168828,GY303867,Studio C4,210,Medical clearance needed,25,/images/martial arts-4.jpg
300020,Afternoon Cycling HIIT Program,2025-07-04,2025-08-29,2.0,136078,GY818689,Studio A5,100,Medical clearance needed,25,/images/cycling-3.jpg
300454,Weekend Martial Arts Boxing Session,2025-07-04,2025-08-29,2.0,114167,GY140012,Studio C3,160,Basic fitness required,20,/images/martial arts-3.jpg
300056,Morning Cycling HIIT Workshop,2025-07-04,2025-08-01,2.0,133257,GY092917,Studio C4,110,Age 16+,30,/images/cycling-1.jpg
300126,Evening Weightlifting Technique Session,2025-07-04,2025-08-01,2.0,113444,GY517270,Studio C1,240,Basic fitness required,25,/images/weightlifting-5.jpg
300171,Morning Yoga Advanced Workshop,2025-07-05,2025-08-02,2.0,135372,GY332801,Studio A4,60,Medical clearance needed,20,/images/yoga-5.jpg
300346,Weekend Dance Zumba Workshop,2025-07-05,2025-08-30,2.0,129504,GY185749,Studio B4,70,Basic fitness required,20,/images/dance-5.jpg
300490,Afternoon Cycling Indoor Session,2025-07-05,2025-09-27,2.0,150518,GY162174,Studio A4,80,Medical clearance needed,30,/images/cycling-3.jpg
300378,Morning Pilates Reformer Class,2025-07-05,2025-09-27,2.0,165060,GY347258,Studio A1,70,Age 16+,25,/images/pilates-1.jpg
300024,Evening Dance Aerobic Session,2025-07-05,2025-08-30,2.0,139791,GY108859,Studio C3,290,Basic fitness required,20,/images/dance-2.jpg
300265,Afternoon Dance Aerobic Session,2025-07-06,2025-08-03,2.0,161347,GY373056,Studio C5,230,Age 16+,30,/images/dance-1.jpg
300014,Afternoon Martial Arts Boxing Workshop,2025-07-06,2025-08-31,2.0,115864,GY685068,Studio B4,70,Age 16+,20,/images/martial arts-4.jpg
300399,Evening Weightlifting Strength Class,2025-07-06,2025-09-28,2.0,166903,GY570772,Studio C3,70,Medical clearance needed,30,/images/weightlifting-5.jpg
300274,Evening Weightlifting Olympic Workshop,2025-07-06,2025-08-31,2.0,109350,GY825727,Studio B2,110,Age 16+,30,/images/weightlifting-4.jpg
300141,Evening Yoga Hot Class,2025-07-06,2025-08-03,2.0,121075,GY810977,Studio A5,190,Basic fitness required,25,/images/yoga-5.jpg
300363,Morning Weightlifting Olympic Session,2025-07-07,2025-08-04,2.0,103868,GY441497,Studio A5,280,Age 16+,20,/images/weightlifting-1.jpg
300288,Evening Martial Arts Boxing Class,2025-07-07,2025-08-04,2.0,121558,GY031351,Studio C4,250,Basic fitness required,20,/images/martial arts-1.jpg
300165,Weekend Dance Aerobic Class,2025-07-07,2025-08-04,2.0,106195,GY453307,Studio B4,280,Age 16+,25,/images/dance-5.jpg
300151,Afternoon Cycling HIIT Workshop,2025-07-07,2025-09-01,2.0,134043,GY997152,Studio A1,80,Basic fitness required,20,/images/cycling-5.jpg
300461,Weekend Yoga Hot Workshop,2025-07-08,2025-09-02,2.0,148760,GY668178,Studio B4,210,Age 16+,20,/images/yoga-1.jpg
300356,Weekend Pilates Clinical Session,2025-07-08,2025-08-05,2.0,142458,GY543074,Studio A2,190,Medical clearance needed,20,/images/pilates-1.jpg
300439,Evening Dance Zumba Class,2025-07-08,2025-08-05,2.0,137718,GY515906,Studio C2,80,Basic fitness required,25,/images/dance-4.jpg
300264,Morning Martial Arts MMA Class,2025-07-08,2025-08-05,2.0,127295,GY004015,Studio A1,60,Medical clearance needed,25,/images/martial arts-4.jpg
300436,Morning Pilates Group Program,2025-07-08,2025-09-30,2.0,155463,GY344171,Studio A3,200,Age 16+,20,/images/pilates-4.jpg
300172,Morning Dance Hip-hop Class,2025-07-08,2025-09-30,2.0,135958,GY600098,Studio C5,260,No experience required,25,/images/dance-2.jpg
300081,Weekend Cycling HIIT Session,2025-07-08,2025-08-05,2.0,115843,GY401382,Studio B1,90,Medical clearance needed,25,/images/cycling-1.jpg
300217,Afternoon Pilates Clinical Workshop,2025-07-08,2025-09-30,2.0,154515,GY402288,Studio C3,50,Age 16+,20,/images/pilates-4.jpg
300064,Evening Yoga Hot Class,2025-07-08,2025-09-30,2.0,105959,GY656332,Studio A1,50,Basic fitness required,20,/images/yoga-1.jpg
300159,Evening Dance Hip-hop Session,2025-07-08,2025-09-30,2.0,140147,GY274837,Studio A5,250,No experience required,25,/images/dance-5.jpg
300096,Evening Yoga Prenatal Program,2025-07-09,2025-08-06,2.0,144640,GY165618,Studio A3,130,Basic fitness required,25,/images/yoga-2.jpg
300097,Weekend Yoga Hot Class,2025-07-09,2025-10-01,2.0,135017,GY904171,Studio B3,190,Age 16+,30,/images/yoga-4.jpg
300111,Afternoon Yoga Prenatal Class,2025-07-09,2025-08-06,2.0,159556,GY227230,Studio C2,170,Basic fitness required,15,/images/yoga-1.jpg
300101,Evening Pilates Mat Program,2025-07-09,2025-10-01,2.0,111551,GY351601,Studio B3,130,Basic fitness required,25,/images/pilates-4.jpg
300463,Weekend Martial Arts MMA Program,2025-07-09,2025-10-01,2.0,146154,GY568912,Studio A5,110,No experience required,30,/images/martial arts-5.jpg
300377,Weekend Yoga Intermediate Class,2025-07-09,2025-09-03,2.0,159671,GY765044,Studio A3,180,Age 16+,25,/images/yoga-5.jpg
300374,Evening Cycling HIIT Workshop,2025-07-10,2025-09-04,2.0,109849,GY876173,Studio A5,170,Medical clearance needed,20,/images/cycling-3.jpg
300231,Morning Cycling Endurance Workshop,2025-07-10,2025-08-07,2.0,136867,GY939009,Studio A4,180,Age 16+,15,/images/cycling-4.jpg
300087,Morning Dance Hip-hop Session,2025-07-10,2025-08-07,2.0,135872,GY226861,Studio A1,180,Medical clearance needed,20,/images/dance-3.jpg
300332,Evening Dance Hip-hop Session,2025-07-10,2025-09-04,2.0,141202,GY544543,Studio C1,280,Basic fitness required,25,/images/dance-2.jpg
300193,Morning Martial Arts Boxing Class,2025-07-10,2025-09-04,2.0,136651,GY917872,Studio A4,230,Medical clearance needed,15,/images/martial arts-1.jpg
300281,Afternoon Yoga Prenatal Session,2025-07-10,2025-10-02,2.0,147205,GY375318,Studio B5,100,No experience required,20,/images/yoga-3.jpg
300199,Afternoon Yoga Beginner Program,2025-07-10,2025-09-04,2.0,158162,GY108859,Studio B2,170,Basic fitness required,25,/images/yoga-1.jpg
300375,Morning Pilates Reformer Class,2025-07-10,2025-09-04,2.0,163936,GY952752,Studio A2,60,Age 16+,20,/images/pilates-1.jpg
300119,Weekend Weightlifting Technique Program,2025-07-11,2025-10-03,2.0,167966,GY508075,Studio B2,70,Age 16+,15,/images/weightlifting-1.jpg
300447,Afternoon Cycling HIIT Workshop,2025-07-12,2025-08-09,2.0,142440,GY823410,Studio A4,270,Age 16+,30,/images/cycling-3.jpg
300167,Weekend Cycling HIIT Workshop,2025-07-12,2025-08-09,2.0,125008,GY607791,Studio A4,260,No experience required,20,/images/cycling-2.jpg
300010,Weekend Weightlifting Technique Program,2025-07-12,2025-10-04,2.0,119313,GY016662,Studio B2,190,No experience required,30,/images/weightlifting-2.jpg
300347,Afternoon Yoga Prenatal Workshop,2025-07-12,2025-09-06,2.0,117831,GY277165,Studio C5,250,Age 16+,20,/images/yoga-2.jpg
300008,Weekend Yoga Advanced Program,2025-07-12,2025-10-04,2.0,133935,GY019820,Studio C2,90,Medical clearance needed,25,/images/yoga-1.jpg
300255,Evening Yoga Advanced Session,2025-07-12,2025-08-09,2.0,145890,GY254010,Studio B2,80,Basic fitness required,20,/images/yoga-5.jpg
300183,Evening Weightlifting Strength Class,2025-07-12,2025-08-09,2.0,138844,GY215386,Studio A1,110,Medical clearance needed,20,/images/weightlifting-5.jpg
300212,Weekend Dance Hip-hop Session,2025-07-13,2025-10-05,2.0,107580,GY610752,Studio C1,90,Age 16+,30,/images/dance-2.jpg
300220,Morning Weightlifting Olympic Workshop,2025-07-13,2025-10-05,2.0,147245,GY827105,Studio C1,220,Age 16+,20,/images/weightlifting-3.jpg
300487,Weekend Dance Zumba Class,2025-07-13,2025-10-05,2.0,150319,GY517270,Studio C3,120,Medical clearance needed,25,/images/dance-2.jpg
300202,Weekend Cycling Endurance Class,2025-07-13,2025-10-05,2.0,133985,GY445282,Studio B1,50,Age 16+,25,/images/cycling-3.jpg
300331,Morning Martial Arts Boxing Class,2025-07-13,2025-09-07,2.0,163284,GY560133,Studio A5,270,Age 16+,15,/images/martial arts-5.jpg
300051,Morning Yoga Advanced Class,2025-07-13,2025-09-07,2.0,121714,GY843590,Studio C5,180,Age 16+,15,/images/yoga-2.jpg
300464,Afternoon Yoga Prenatal Workshop,2025-07-13,2025-09-07,2.0,103077,GY560133,Studio A4,50,No experience required,20,/images/yoga-2.jpg
300147,Weekend Weightlifting Power Session,2025-07-13,2025-09-07,2.0,155143,GY628211,Studio A5,130,Medical clearance needed,15,/images/weightlifting-1.jpg
300068,Morning Martial Arts Kickboxing Class,2025-07-13,2025-09-07,2.0,154304,GY598923,Studio C2,140,Age 16+,20,/images/martial arts-4.jpg
300390,Weekend Weightlifting Technique Workshop,2025-07-13,2025-09-07,2.0,107428,GY150531,Studio C5,220,Age 16+,25,/images/weightlifting-5.jpg
300247,Evening Cycling HIIT Session,2025-07-13,2025-10-05,2.0,160668,GY241406,Studio B3,170,No experience required,30,/images/cycling-3.jpg
300237,Weekend Pilates Mat Workshop,2025-07-13,2025-08-10,2.0,127679,GY589724,Studio B5,130,Medical clearance needed,20,/images/pilates-2.jpg
300041,Morning Weightlifting Power Workshop,2025-07-13,2025-08-10,2.0,128252,GY839193,Studio A1,270,Age 16+,20,/images/weightlifting-3.jpg
300181,Morning Martial Arts Boxing Class,2025-07-14,2025-08-11,2.0,168403,GY252688,Studio A5,200,Medical clearance needed,20,/images/martial arts-3.jpg
300045,Evening Martial Arts Boxing Class,2025-07-15,2025-08-12,2.0,168079,GY585321,Studio B3,120,Age 16+,30,/images/martial arts-4.jpg
300305,Afternoon Dance Zumba Session,2025-07-15,2025-10-07,2.0,168506,GY386651,Studio A1,210,No experience required,20,/images/dance-5.jpg
300236,Afternoon Pilates Mat Program,2025-07-15,2025-09-09,2.0,166827,GY925640,Studio C1,180,Basic fitness required,25,/images/pilates-5.jpg
300105,Weekend Yoga Intermediate Session,2025-07-15,2025-09-09,2.0,146679,GY192714,Studio B4,70,Age 16+,30,/images/yoga-4.jpg
300009,Afternoon Pilates Reformer Workshop,2025-07-15,2025-08-12,2.0,121362,GY900421,Studio C4,120,Medical clearance needed,20,/images/pilates-2.jpg
300258,Afternoon Martial Arts Kickboxing Session,2025-07-15,2025-09-09,2.0,157947,GY983808,Studio B4,210,Age 16+,30,/images/martial arts-2.jpg
300315,Afternoon Dance Hip-hop Program,2025-07-16,2025-09-10,2.0,107932,GY256704,Studio B1,180,No experience required,20,/images/dance-3.jpg
300001,Evening Weightlifting Strength Workshop,2025-07-16,2025-10-08,2.0,133059,GY673528,Studio C2,250,Basic fitness required,25,/images/weightlifting-1.jpg
300368,Afternoon Cycling Indoor Program,2025-07-16,2025-08-13,2.0,167531,GY411712,Studio B5,100,Basic fitness required,20,/images/cycling-4.jpg
300296,Weekend Cycling Endurance Session,2025-07-16,2025-08-13,2.0,107180,GY277306,Studio C3,190,Age 16+,30,/images/cycling-5.jpg
300351,Morning Martial Arts MMA Class,2025-07-16,2025-08-13,2.0,119465,GY024519,Studio C3,240,Medical clearance needed,25,/images/martial arts-2.jpg
300158,Evening Weightlifting Power Class,2025-07-16,2025-09-10,2.0,106953,GY306120,Studio A5,220,No experience required,25,/images/weightlifting-1.jpg
300253,Afternoon Cycling Endurance Workshop,2025-07-16,2025-08-13,2.0,143339,GY196210,Studio C4,260,Medical clearance needed,20,/images/cycling-4.jpg
300320,Afternoon Weightlifting Technique Program,2025-07-16,2025-08-13,2.0,136550,GY851045,Studio B4,290,Medical clearance needed,20,/images/weightlifting-2.jpg
300182,Morning Pilates Group Workshop,2025-07-16,2025-09-10,2.0,135830,GY394763,Studio C2,160,Medical clearance needed,15,/images/pilates-3.jpg
300380,Morning Cycling Indoor Workshop,2025-07-17,2025-10-09,2.0,159908,GY094450,Studio C4,120,Medical clearance needed,25,/images/cycling-1.jpg
300317,Afternoon Yoga Advanced Program,2025-07-17,2025-10-09,2.0,150896,GY418725,Studio C4,180,No experience required,20,/images/yoga-1.jpg
300244,Evening Martial Arts MMA Program,2025-07-17,2025-10-09,2.0,146475,GY137662,Studio C3,300,No experience required,25,/images/martial arts-4.jpg
300210,Morning Weightlifting Olympic Program,2025-07-17,2025-09-11,2.0,163193,GY260917,Studio A5,190,Basic fitness required,20,/images/weightlifting-3.jpg
300018,Afternoon Weightlifting Technique Class,2025-07-17,2025-10-09,2.0,143267,GY655481,Studio C2,90,Age 16+,15,/images/weightlifting-5.jpg
300240,Morning Weightlifting Olympic Workshop,2025-07-17,2025-10-09,2.0,126304,GY484510,Studio B1,200,No experience required,30,/images/weightlifting-1.jpg
300023,Weekend Martial Arts Boxing Program,2025-07-17,2025-09-11,2.0,115874,GY601717,Studio A3,260,Basic fitness required,15,/images/martial arts-3.jpg
300102,Morning Weightlifting Strength Program,2025-07-18,2025-08-15,2.0,150991,GY125459,Studio A1,130,No experience required,15,/images/weightlifting-2.jpg
300243,Evening Yoga Beginner Session,2025-07-18,2025-10-10,2.0,169909,GY873199,Studio C3,230,Medical clearance needed,25,/images/yoga-4.jpg
300142,Evening Yoga Advanced Class,2025-07-18,2025-10-10,2.0,138792,GY790981,Studio A4,130,Age 16+,30,/images/yoga-3.jpg
300155,Afternoon Martial Arts MMA Program,2025-07-18,2025-09-12,2.0,110776,GY492776,Studio C2,110,Basic fitness required,25,/images/martial arts-3.jpg
300190,Morning Cycling Indoor Workshop,2025-07-18,2025-10-10,2.0,167171,GY365485,Studio B2,290,Medical clearance needed,25,/images/cycling-1.jpg
300286,Morning Dance Hip-hop Program,2025-07-18,2025-08-15,2.0,128338,GY051525,Studio C2,140,Medical clearance needed,30,/images/dance-3.jpg
300194,Evening Weightlifting Technique Session,2025-07-18,2025-08-15,2.0,104912,GY717025,Studio B1,250,Medical clearance needed,20,/images/weightlifting-3.jpg
300007,Afternoon Martial Arts Kickboxing Workshop,2025-07-18,2025-09-12,2.0,162851,GY165387,Studio A2,240,Age 16+,30,/images/martial arts-3.jpg
300188,Morning Pilates Group Workshop,2025-07-18,2025-08-15,2.0,125691,GY593944,Studio A2,240,Medical clearance needed,30,/images/pilates-1.jpg
300250,Morning Cycling HIIT Session,2025-07-19,2025-08-16,2.0,119575,GY337594,Studio A1,270,No experience required,20,/images/cycling-5.jpg
300359,Afternoon Martial Arts MMA Session,2025-07-19,2025-10-11,2.0,160010,GY397360,Studio B4,80,Basic fitness required,20,/images/martial arts-5.jpg
300259,Evening Yoga Intermediate Program,2025-07-19,2025-10-11,2.0,101468,GY809011,Studio B5,280,No experience required,30,/images/yoga-1.jpg
300358,Morning Dance Zumba Program,2025-07-19,2025-10-11,2.0,122967,GY553231,Studio A2,290,Age 16+,20,/images/dance-2.jpg
300062,Weekend Dance Zumba Class,2025-07-19,2025-10-11,2.0,158218,GY907898,Studio A3,290,No experience required,15,/images/dance-5.jpg
300129,Weekend Yoga Hot Program,2025-07-19,2025-09-13,2.0,165148,GY113587,Studio A5,280,Basic fitness required,20,/images/yoga-1.jpg
300164,Weekend Yoga Intermediate Class,2025-07-19,2025-10-11,2.0,134043,GY758125,Studio B2,190,Age 16+,20,/images/yoga-3.jpg
300103,Evening Cycling HIIT Program,2025-07-19,2025-08-16,2.0,164448,GY465252,Studio B3,120,Basic fitness required,25,/images/cycling-4.jpg
300442,Weekend Yoga Advanced Session,2025-07-19,2025-09-13,2.0,118868,GY981817,Studio B1,220,No experience required,20,/images/yoga-5.jpg
300049,Evening Dance Aerobic Program,2025-07-20,2025-10-12,2.0,120267,GY113587,Studio C5,260,Basic fitness required,20,/images/dance-3.jpg
300006,Weekend Pilates Clinical Program,2025-07-20,2025-08-17,2.0,119911,GY598203,Studio A5,120,Age 16+,20,/images/pilates-3.jpg
300216,Morning Cycling HIIT Class,2025-07-20,2025-09-14,2.0,151891,GY394763,Studio A4,140,Basic fitness required,20,/images/cycling-4.jpg
300434,Morning Pilates Group Program,2025-07-20,2025-10-12,2.0,161513,GY066144,Studio C5,200,No experience required,25,/images/pilates-1.jpg
300130,Afternoon Cycling HIIT Program,2025-07-20,2025-08-17,2.0,145869,GY990624,Studio B4,250,Age 16+,20,/images/cycling-4.jpg
300488,Weekend Cycling HIIT Class,2025-07-20,2025-08-17,2.0,139410,GY926866,Studio A1,100,Medical clearance needed,25,/images/cycling-2.jpg
300415,Weekend Pilates Reformer Workshop,2025-07-21,2025-09-15,2.0,164860,GY603770,Studio C3,270,Basic fitness required,25,/images/pilates-2.jpg
300016,Evening Cycling HIIT Workshop,2025-07-21,2025-10-13,2.0,159955,GY170177,Studio A2,130,Basic fitness required,25,/images/cycling-2.jpg
300420,Weekend Pilates Mat Class,2025-07-21,2025-08-18,2.0,122120,GY975046,Studio A4,180,No experience required,20,/images/pilates-3.jpg
300157,Afternoon Pilates Group Workshop,2025-07-21,2025-10-13,2.0,120201,GY773201,Studio B4,230,No experience required,25,/images/pilates-5.jpg
300146,Weekend Pilates Reformer Program,2025-07-21,2025-08-18,2.0,106099,GY526081,Studio B5,270,No experience required,20,/images/pilates-1.jpg
300256,Evening Weightlifting Olympic Workshop,2025-07-21,2025-10-13,2.0,117502,GY974567,Studio A5,200,Basic fitness required,25,/images/weightlifting-2.jpg
300177,Afternoon Martial Arts Kickboxing Class,2025-07-21,2025-08-18,2.0,153048,GY402288,Studio C1,90,Age 16+,30,/images/martial arts-5.jpg
300272,Afternoon Dance Aerobic Class,2025-07-22,2025-09-16,2.0,138844,GY277022,Studio A2,280,No experience required,25,/images/dance-2.jpg
300342,Morning Dance Zumba Class,2025-07-22,2025-10-14,2.0,154422,GY732992,Studio B4,250,Age 16+,15,/images/dance-1.jpg
300473,Morning Pilates Clinical Workshop,2025-07-22,2025-08-19,2.0,133167,GY923193,Studio B1,70,Medical clearance needed,20,/images/pilates-3.jpg
300293,Morning Weightlifting Power Session,2025-07-23,2025-10-15,2.0,141080,GY351233,Studio C4,130,Basic fitness required,25,/images/weightlifting-5.jpg
300232,Evening Martial Arts MMA Class,2025-07-23,2025-09-17,2.0,144030,GY881226,Studio C1,220,Basic fitness required,30,/images/martial arts-2.jpg
300327,Weekend Martial Arts MMA Workshop,2025-07-23,2025-08-20,2.0,125215,GY784236,Studio C3,80,Medical clearance needed,30,/images/martial arts-3.jpg
300289,Morning Yoga Hot Program,2025-07-23,2025-10-15,2.0,121237,GY203858,Studio C2,230,No experience required,25,/images/yoga-2.jpg
300350,Afternoon Martial Arts Boxing Program,2025-07-24,2025-08-21,2.0,169557,GY510295,Studio B4,100,Age 16+,20,/images/martial arts-3.jpg
300166,Morning Pilates Clinical Workshop,2025-07-24,2025-09-18,2.0,139130,GY194251,Studio A5,180,Age 16+,20,/images/pilates-3.jpg
300312,Weekend Dance Hip-hop Program,2025-07-25,2025-08-22,2.0,117370,GY818689,Studio A3,190,Medical clearance needed,20,/images/dance-4.jpg
300361,Weekend Martial Arts MMA Program,2025-07-25,2025-09-19,2.0,129142,GY568453,Studio C4,190,No experience required,25,/images/martial arts-4.jpg
300299,Weekend Pilates Reformer Program,2025-07-25,2025-08-22,2.0,107058,GY926671,Studio C4,210,Medical clearance needed,25,/images/pilates-3.jpg
300174,Afternoon Pilates Reformer Session,2025-07-25,2025-10-17,2.0,139212,GY484389,Studio C1,300,Age 16+,30,/images/pilates-1.jpg
300354,Evening Pilates Mat Program,2025-07-26,2025-10-18,2.0,169152,GY749814,Studio B1,60,No experience required,20,/images/pilates-5.jpg
300431,Afternoon Martial Arts Kickboxing Workshop,2025-07-26,2025-09-20,2.0,150413,GY610752,Studio C4,250,Age 16+,20,/images/martial arts-1.jpg
300353,Weekend Yoga Intermediate Workshop,2025-07-26,2025-08-23,2.0,156076,GY162917,Studio C1,90,Age 16+,25,/images/yoga-4.jpg
300121,Morning Weightlifting Power Session,2025-07-26,2025-09-20,2.0,110982,GY286922,Studio C4,80,Age 16+,20,/images/weightlifting-3.jpg
300230,Weekend Pilates Reformer Workshop,2025-07-26,2025-08-23,2.0,115190,GY408088,Studio B4,240,Medical clearance needed,25,/images/pilates-4.jpg
300152,Afternoon Pilates Mat Class,2025-07-26,2025-09-20,2.0,125915,GY240684,Studio C4,250,Age 16+,20,/images/pilates-1.jpg
300173,Weekend Martial Arts MMA Class,2025-07-27,2025-08-24,2.0,123569,GY579437,Studio C4,150,Medical clearance needed,25,/images/martial arts-4.jpg
300333,Weekend Yoga Prenatal Workshop,2025-07-27,2025-08-24,2.0,128317,GY238305,Studio A1,290,No experience required,20,/images/yoga-1.jpg
300419,Evening Martial Arts MMA Class,2025-07-27,2025-10-19,2.0,143426,GY543074,Studio C5,190,Basic fitness required,20,/images/martial arts-4.jpg
300470,Morning Yoga Advanced Workshop,2025-07-27,2025-09-21,2.0,144086,GY997533,Studio C5,160,Age 16+,25,/images/yoga-4.jpg
300306,Morning Pilates Clinical Workshop,2025-07-28,2025-08-25,2.0,112185,GY549013,Studio C3,190,No experience required,30,/images/pilates-2.jpg
