product_id,name,description,image,stock,price,branch_id
400204,Lucozade Isotonic Berry 500ml,Isotonic drink with electrolytes. Refreshing mixed taste.,/images/sports drink-isotonic-berry.jpg,167,190.0,185
400205,CAP Dumbbell EVA Foam 15kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-eva-foam.jpg,21,110.0,82
400206,Under Armour Hoodie Navy L,Moisture-wicking technology. Available in black color.,/images/apparel-hoodie-navy.jpg,59,50.0,480
400207,Dymatize Plant-Based Vanilla 10 servings,High-quality Plant-Based protein with 30g protein per serving. Contains essential amino acids.,/images/protein powder-plant-based-vanilla.jpg,50,110.0,394
400208,Elite Monthly Membership,Access to 4 classes per week. Includes sauna access.,/images/membership-monthly.jpg,999,90.0,219
400209,Platinum Annual Membership,Access to 4 classes per week. Personal locker included.,/images/membership-annual.jpg,999,180.0,15
400210,Yes4All Yoga Mat EVA Foam 15kg,Ergonomic design for comfort. Durable rubber construction.,/images/equipment-yoga-mat-eva-foam.jpg,23,260.0,29
400211,MuscleTech Whey Chocolate 5lbs,Contains essential amino acids. High-quality Whey protein with 24g protein per serving.,/images/protein powder-whey-chocolate.jpg,32,190.0,52
400212,CAP Dumbbell Neoprene 15kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-neoprene.jpg,24,220.0,437
400213,ON Casein Vanilla 2kg,Available in natural flavor. High-quality Casein protein with 24g protein per serving.,/images/protein powder-casein-vanilla.jpg,16,200.0,143
400214,Nike Hoodie Black M,Moisture-wicking technology. Available in black color.,/images/apparel-hoodie-black.jpg,50,210.0,256
400215,Gymshark T-Shirt Black XL,Available in black color. Moisture-wicking technology.,/images/apparel-t-shirt-black.jpg,99,260.0,50
400216,Gold Monthly Membership,Personal locker included. Access to 5 classes per week.,/images/membership-monthly.jpg,999,130.0,323
400217,Gymshark Hoodie Red M,Breathable cotton fabric. Available in black color.,/images/apparel-hoodie-red.jpg,56,220.0,97
400218,Gatorade Isotonic Tropical 1L,Enhances hydration and performance. Isotonic drink with electrolytes.,/images/sports drink-isotonic-tropical.jpg,175,250.0,422
400219,Gymshark Shorts Navy S,Available in black color. Moisture-wicking technology.,/images/apparel-shorts-navy.jpg,21,190.0,310
400220,MuscleTech Whey Vanilla 2kg,High-quality Whey protein with 24g protein per serving. Contains essential amino acids.,/images/protein powder-whey-vanilla.jpg,20,150.0,93
400221,Elite VIP Membership,Access to 5 classes per week. Includes parking access.,/images/membership-vip.jpg,999,80.0,111
400222,MuscleTech Whey Unflavored 2kg,High-quality Whey protein with 24g protein per serving. Available in natural flavor.,/images/protein powder-whey-unflavored.jpg,26,50.0,78
400223,Gold Annual Membership,Access to 5 classes per week. Personal locker included.,/images/membership-annual.jpg,999,140.0,363
400224,Under Armour Hoodie Navy XL,Moisture-wicking technology. Breathable cotton fabric.,/images/apparel-hoodie-navy.jpg,70,70.0,388
400225,CAP Yoga Mat EVA Foam 10kg,10kg weight option. Durable rubber construction.,/images/equipment-yoga-mat-eva-foam.jpg,13,230.0,68
400226,ON Casein Vanilla 10 servings,Contains essential amino acids. High-quality Casein protein with 24g protein per serving.,/images/protein powder-casein-vanilla.jpg,19,270.0,262
400227,Powerade Energy Lemon 6-pack,Enhances hydration and performance. Energy drink with electrolytes.,/images/sports drink-energy-lemon.jpg,95,150.0,268
400228,MuscleTech Casein Chocolate 10 servings,Available in natural flavor. High-quality Casein protein with 30g protein per serving.,/images/protein powder-casein-chocolate.jpg,31,190.0,432
400229,Powerade Energy Lemon 1L,Enhances hydration and performance. Refreshing mixed taste.,/images/sports drink-energy-lemon.jpg,94,130.0,268
400230,Gatorade Isotonic Lemon 500ml,Refreshing mixed taste. Isotonic drink with electrolytes.,/images/sports drink-isotonic-lemon.jpg,154,80.0,419
400231,Elite Annual Membership,Access to 3 classes per week. Includes pool access.,/images/membership-annual.jpg,999,240.0,363
400232,Platinum Monthly Membership,Includes sauna access. Access to 3 classes per week.,/images/membership-monthly.jpg,999,230.0,346
400233,Elite Annual Membership,Personal locker included. Includes sauna access.,/images/membership-annual.jpg,999,100.0,279
400234,ON Plant-Based Strawberry 10 servings,Contains essential amino acids. Available in natural flavor.,/images/protein powder-plant-based-strawberry.jpg,40,260.0,340
400235,Platinum VIP Membership,Includes sauna access. Personal locker included.,/images/membership-vip.jpg,999,160.0,13
400236,Rogue Dumbbell Rubber 10kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-rubber.jpg,12,290.0,266
400237,Yes4All Yoga Mat EVA Foam 5kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-yoga-mat-eva-foam.jpg,10,180.0,249
400238,Gymshark Hoodie Gray XL,Moisture-wicking technology. Breathable cotton fabric.,/images/apparel-hoodie-gray.jpg,67,210.0,335
400239,MuscleTech Casein Strawberry 10 servings,High-quality Casein protein with 24g protein per serving. Contains essential amino acids.,/images/protein powder-casein-strawberry.jpg,38,200.0,159
400240,Platinum VIP Membership,Includes pool access. Access to 5 classes per week.,/images/membership-vip.jpg,999,90.0,356
400241,Nike T-Shirt Black L,Available in black color. Breathable cotton fabric.,/images/apparel-t-shirt-black.jpg,100,70.0,422
400242,Platinum Monthly Membership,Personal locker included. Access to 5 classes per week.,/images/membership-monthly.jpg,999,60.0,72
400243,Gold Monthly Membership,Includes pool access. Access to 5 classes per week.,/images/membership-monthly.jpg,999,90.0,30
400244,Lucozade Energy Tropical 500ml,Refreshing mixed taste. Enhances hydration and performance.,/images/sports drink-energy-tropical.jpg,65,80.0,289
400245,Powerade Energy Lemon 6-pack,Energy drink with electrolytes. Enhances hydration and performance.,/images/sports drink-energy-lemon.jpg,93,240.0,41
400246,Under Armour T-Shirt Black M,Available in black color. Breathable cotton fabric.,/images/apparel-t-shirt-black.jpg,48,100.0,204
400247,CAP Resistance Band Rubber 5kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-resistance-band-rubber.jpg,18,260.0,137
400248,Rogue Resistance Band Rubber 10kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-resistance-band-rubber.jpg,24,90.0,243
400249,Dymatize Whey Vanilla 10 servings,High-quality Whey protein with 30g protein per serving. Contains essential amino acids.,/images/protein powder-whey-vanilla.jpg,44,110.0,410
400250,Under Armour T-Shirt Navy XL,Available in black color. Moisture-wicking technology.,/images/apparel-t-shirt-navy.jpg,20,270.0,333
400251,Dymatize Plant-Based Strawberry 5lbs,High-quality Plant-Based protein with 30g protein per serving. Contains essential amino acids.,/images/protein powder-plant-based-strawberry.jpg,20,260.0,242
400252,Dymatize Whey Vanilla 10 servings,Contains essential amino acids. Available in natural flavor.,/images/protein powder-whey-vanilla.jpg,41,110.0,319
400253,Platinum Annual Membership,Personal locker included. Includes sauna access.,/images/membership-annual.jpg,999,60.0,154
400254,Gatorade Isotonic Berry 1L,Enhances hydration and performance. Isotonic drink with electrolytes.,/images/sports drink-isotonic-berry.jpg,200,190.0,321
400255,ON Plant-Based Unflavored 5lbs,Contains essential amino acids. Available in natural flavor.,/images/protein powder-plant-based-unflavored.jpg,36,90.0,148
400256,MuscleTech Casein Strawberry 2kg,High-quality Casein protein with 30g protein per serving. Contains essential amino acids.,/images/protein powder-casein-strawberry.jpg,49,170.0,491
400257,Gymshark Shorts Red S,Breathable cotton fabric. Moisture-wicking technology.,/images/apparel-shorts-red.jpg,36,120.0,64
400258,Yes4All Resistance Band EVA Foam 15kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-resistance-band-eva-foam.jpg,24,200.0,256
400259,Nike T-Shirt Red M,Breathable cotton fabric. Available in black color.,/images/apparel-t-shirt-red.jpg,59,150.0,441
400260,Rogue Resistance Band Rubber 5kg,10kg weight option. Ergonomic design for comfort.,/images/equipment-resistance-band-rubber.jpg,15,120.0,177
400261,Yes4All Dumbbell Neoprene 15kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-neoprene.jpg,26,150.0,187
400262,ON Whey Strawberry 10 servings,Contains essential amino acids. Available in natural flavor.,/images/protein powder-whey-strawberry.jpg,10,270.0,211
400263,Gatorade Isotonic Lemon 6-pack,Refreshing mixed taste. Isotonic drink with electrolytes.,/images/sports drink-isotonic-lemon.jpg,89,250.0,3
400264,Elite Monthly Membership,Includes sauna access. Personal locker included.,/images/membership-monthly.jpg,999,110.0,102
400265,CAP Yoga Mat Neoprene 5kg,10kg weight option. Durable rubber construction.,/images/equipment-yoga-mat-neoprene.jpg,12,180.0,234
400266,MuscleTech Plant-Based Chocolate 10 servings,Available in natural flavor. High-quality Plant-Based protein with 30g protein per serving.,/images/protein powder-plant-based-chocolate.jpg,50,120.0,181
400267,Yes4All Yoga Mat EVA Foam 5kg,10kg weight option. Durable rubber construction.,/images/equipment-yoga-mat-eva-foam.jpg,30,280.0,485
400268,Lucozade Isotonic Tropical 1L,Isotonic drink with electrolytes. Refreshing mixed taste.,/images/sports drink-isotonic-tropical.jpg,61,180.0,222
400269,ON Casein Vanilla 2kg,Contains essential amino acids. High-quality Casein protein with 24g protein per serving.,/images/protein powder-casein-vanilla.jpg,20,230.0,3
400270,Rogue Dumbbell Rubber 15kg,10kg weight option. Durable rubber construction.,/images/equipment-dumbbell-rubber.jpg,27,200.0,314
400271,Gymshark Shorts Gray S,Available in black color. Moisture-wicking technology.,/images/apparel-shorts-gray.jpg,71,280.0,112
400272,Powerade Recovery Berry 500ml,Refreshing mixed taste. Enhances hydration and performance.,/images/sports drink-recovery-berry.jpg,173,80.0,162
400273,Elite VIP Membership,Access to 3 classes per week. Personal locker included.,/images/membership-vip.jpg,999,210.0,409
400274,Nike Hoodie Navy XL,Breathable cotton fabric. Available in black color.,/images/apparel-hoodie-navy.jpg,47,120.0,324
400275,Elite Monthly Membership,Includes pool access. Personal locker included.,/images/membership-monthly.jpg,999,190.0,267
400276,MuscleTech Whey Chocolate 2kg,High-quality Whey protein with 24g protein per serving. Contains essential amino acids.,/images/protein powder-whey-chocolate.jpg,26,70.0,317
400277,Nike Hoodie Black S,Breathable cotton fabric. Available in black color.,/images/apparel-hoodie-black.jpg,92,270.0,306
400278,CAP Yoga Mat Rubber 10kg,Ergonomic design for comfort. 10kg weight option.,/images/equipment-yoga-mat-rubber.jpg,20,100.0,60
400279,Yes4All Dumbbell Rubber 10kg,10kg weight option. Ergonomic design for comfort.,/images/equipment-dumbbell-rubber.jpg,26,80.0,72
400280,MuscleTech Casein Strawberry 10 servings,High-quality Casein protein with 24g protein per serving. Contains essential amino acids.,/images/protein powder-casein-strawberry.jpg,34,90.0,152
400281,MuscleTech Whey Unflavored 2kg,Contains essential amino acids. High-quality Whey protein with 30g protein per serving.,/images/protein powder-whey-unflavored.jpg,45,130.0,7
400282,Lucozade Isotonic Berry 1L,Isotonic drink with electrolytes. Refreshing mixed taste.,/images/sports drink-isotonic-berry.jpg,197,190.0,320
400283,CAP Resistance Band Rubber 5kg,Durable rubber construction. 10kg weight option.,/images/equipment-resistance-band-rubber.jpg,7,190.0,343
400284,Platinum Annual Membership,Personal locker included. Includes sauna access.,/images/membership-annual.jpg,999,60.0,252
400285,Platinum Annual Membership,Personal locker included. Access to 4 classes per week.,/images/membership-annual.jpg,999,150.0,125
400286,Under Armour Shorts Navy L,Breathable cotton fabric. Moisture-wicking technology.,/images/apparel-shorts-navy.jpg,73,150.0,34
400287,Rogue Dumbbell Rubber 10kg,Durable rubber construction. 10kg weight option.,/images/equipment-dumbbell-rubber.jpg,29,230.0,390
400288,Rogue Resistance Band EVA Foam 10kg,10kg weight option. Ergonomic design for comfort.,/images/equipment-resistance-band-eva-foam.jpg,25,100.0,268
400289,Gatorade Energy Berry 500ml,Enhances hydration and performance. Energy drink with electrolytes.,/images/sports drink-energy-berry.jpg,194,60.0,421
400290,Gatorade Recovery Berry 500ml,Refreshing mixed taste. Recovery drink with electrolytes.,/images/sports drink-recovery-berry.jpg,56,250.0,430
400291,Gold Annual Membership,Includes parking access. Personal locker included.,/images/membership-annual.jpg,999,210.0,350
400292,Powerade Recovery Tropical 6-pack,Enhances hydration and performance. Refreshing mixed taste.,/images/sports drink-recovery-tropical.jpg,100,90.0,91
400293,Elite Annual Membership,Includes sauna access. Personal locker included.,/images/membership-annual.jpg,999,250.0,11
400294,Gold Annual Membership,Includes pool access. Personal locker included.,/images/membership-annual.jpg,999,130.0,70
400295,Elite Annual Membership,Personal locker included. Access to 3 classes per week.,/images/membership-annual.jpg,999,260.0,479
400296,CAP Dumbbell Neoprene 5kg,Durable rubber construction. Ergonomic design for comfort.,/images/equipment-dumbbell-neoprene.jpg,12,170.0,80
400297,Dymatize Whey Strawberry 10 servings,Contains essential amino acids. Available in natural flavor.,/images/protein powder-whey-strawberry.jpg,36,240.0,279
400298,ON Casein Chocolate 2kg,Available in natural flavor. Contains essential amino acids.,/images/protein powder-casein-chocolate.jpg,27,230.0,319
400299,Dymatize Whey Strawberry 2kg,Available in natural flavor. Contains essential amino acids.,/images/protein powder-whey-strawberry.jpg,28,140.0,425
