course_id,name,start_date,end_date,start_time,end_time,hours,coach_id,branch_id,location,fee,requirement,max_seats,img
300421,Weekend Pilates Group Workshop,2025-06-28,2025-09-20,14:00,16:00,2.0,102589,204,Studio B4,280,Basic fitness required,30,/images/pilates-1.jpg
300486,Afternoon Yoga Prenatal Workshop,2025-06-28,2025-07-26,19:00,21:00,2.0,102727,169,Studio B2,240,Medical clearance needed,20,/images/yoga-2.jpg
300060,Morning Martial Arts Boxing Workshop,2025-06-28,2025-07-26,19:00,21:00,2.0,100722,314,Studio A2,200,Age 16+,20,/images/martial arts-3.jpg
300215,Weekend Dance Aerobic Workshop,2025-06-29,2025-07-27,14:00,16:00,2.0,101139,470,Studio B5,170,Medical clearance needed,20,/images/dance-5.jpg
300085,Weekend Weightlifting Technique Session,2025-06-29,2025-07-27,14:00,16:00,2.0,101115,254,Studio B1,130,Medical clearance needed,25,/images/weightlifting-2.jpg
300126,Weekend Pilates Reformer Program,2025-06-29,2025-09-21,09:00,11:00,2.0,102390,275,Studio C2,60,Basic fitness required,30,/images/pilates-1.jpg
300295,Afternoon Cycling HIIT Workshop,2025-06-29,2025-08-24,18:00,20:00,2.0,102035,322,Studio C3,90,Medical clearance needed,20,/images/cycling-5.jpg
300297,Weekend Weightlifting Power Program,2025-06-29,2025-08-24,09:00,11:00,2.0,102433,37,Studio B4,70,Medical clearance needed,25,/images/weightlifting-2.jpg
300075,Evening Cycling HIIT Class,2025-06-29,2025-09-21,09:00,11:00,2.0,101990,38,Studio C4,170,Age 16+,25,/images/cycling-4.jpg
300256,Evening Martial Arts Boxing Workshop,2025-06-29,2025-08-24,14:00,16:00,2.0,101434,112,Studio A4,170,No experience required,20,/images/martial arts-1.jpg
300416,Morning Cycling Indoor Workshop,2025-06-30,2025-08-25,19:00,21:00,2.0,102691,297,Studio A5,150,Medical clearance needed,30,/images/cycling-5.jpg
300443,Morning Cycling Endurance Workshop,2025-06-30,2025-08-25,09:00,11:00,2.0,101467,186,Studio C1,230,No experience required,20,/images/cycling-2.jpg
300407,Morning Martial Arts Boxing Workshop,2025-06-30,2025-09-22,09:00,11:00,2.0,102993,279,Studio B2,100,Age 16+,20,/images/martial arts-2.jpg
300093,Evening Weightlifting Power Program,2025-06-30,2025-07-28,09:00,11:00,2.0,102671,368,Studio A4,300,Basic fitness required,20,/images/weightlifting-3.jpg
300419,Morning Martial Arts Kickboxing Program,2025-07-01,2025-09-23,18:00,20:00,2.0,100396,386,Studio B5,260,No experience required,25,/images/martial arts-5.jpg
300303,Evening Cycling Endurance Class,2025-07-01,2025-08-26,18:00,20:00,2.0,102463,264,Studio A3,100,Basic fitness required,15,/images/cycling-5.jpg
300025,Morning Pilates Mat Class,2025-07-01,2025-07-29,18:00,20:00,2.0,102539,147,Studio A3,150,Age 16+,20,/images/pilates-1.jpg
300109,Afternoon Martial Arts Kickboxing Workshop,2025-07-01,2025-08-26,14:00,16:00,2.0,101322,426,Studio C5,50,Medical clearance needed,30,/images/martial arts-3.jpg
300333,Weekend Martial Arts Boxing Session,2025-07-01,2025-07-29,18:00,20:00,2.0,101716,111,Studio A3,280,Basic fitness required,20,/images/martial arts-1.jpg
300336,Evening Cycling HIIT Class,2025-07-02,2025-09-24,14:00,16:00,2.0,102834,44,Studio B2,100,No experience required,20,/images/cycling-2.jpg
300418,Afternoon Martial Arts Kickboxing Session,2025-07-02,2025-07-30,14:00,16:00,2.0,101297,481,Studio A5,300,Medical clearance needed,25,/images/martial arts-5.jpg
300362,Afternoon Dance Hip-hop Session,2025-07-02,2025-09-24,09:00,11:00,2.0,100865,307,Studio A3,110,Age 16+,25,/images/dance-2.jpg
300277,Evening Yoga Beginner Class,2025-07-02,2025-09-24,18:00,20:00,2.0,101531,244,Studio B4,160,Basic fitness required,25,/images/yoga-4.jpg
300319,Morning Weightlifting Olympic Class,2025-07-02,2025-07-30,19:00,21:00,2.0,100120,339,Studio C4,290,Age 16+,20,/images/weightlifting-2.jpg
300253,Weekend Cycling Indoor Class,2025-07-02,2025-09-24,18:00,20:00,2.0,101630,127,Studio A2,150,Medical clearance needed,20,/images/cycling-3.jpg
300188,Evening Dance Aerobic Session,2025-07-02,2025-07-30,19:00,21:00,2.0,101938,435,Studio B1,130,Medical clearance needed,25,/images/dance-3.jpg
300094,Evening Cycling HIIT Workshop,2025-07-02,2025-07-30,09:00,11:00,2.0,101764,354,Studio C2,70,Basic fitness required,30,/images/cycling-5.jpg
300066,Morning Yoga Hot Program,2025-07-03,2025-09-25,09:00,11:00,2.0,100759,23,Studio B2,230,Age 16+,20,/images/yoga-2.jpg
300119,Weekend Pilates Reformer Program,2025-07-03,2025-07-31,18:00,20:00,2.0,101134,195,Studio A2,240,Basic fitness required,25,/images/pilates-5.jpg
300018,Weekend Weightlifting Strength Program,2025-07-03,2025-09-25,18:00,20:00,2.0,100069,235,Studio B3,260,Age 16+,20,/images/weightlifting-4.jpg
300098,Weekend Yoga Beginner Program,2025-07-03,2025-08-28,09:00,11:00,2.0,100208,18,Studio C4,230,No experience required,20,/images/yoga-3.jpg
300317,Evening Yoga Beginner Workshop,2025-07-04,2025-09-26,18:00,20:00,2.0,100949,370,Studio A5,220,No experience required,25,/images/yoga-4.jpg
300493,Morning Pilates Group Class,2025-07-04,2025-08-29,09:00,11:00,2.0,101477,339,Studio A3,120,Medical clearance needed,30,/images/pilates-3.jpg
300170,Evening Dance Aerobic Class,2025-07-04,2025-08-29,09:00,11:00,2.0,101054,452,Studio B2,290,No experience required,30,/images/dance-3.jpg
300208,Weekend Pilates Mat Program,2025-07-04,2025-08-01,14:00,16:00,2.0,101938,93,Studio A3,100,No experience required,25,/images/pilates-1.jpg
300210,Morning Weightlifting Olympic Workshop,2025-07-04,2025-09-26,09:00,11:00,2.0,100329,86,Studio C3,90,No experience required,25,/images/weightlifting-4.jpg
300055,Morning Cycling Endurance Session,2025-07-04,2025-08-01,19:00,21:00,2.0,102154,360,Studio C5,290,Age 16+,20,/images/cycling-2.jpg
300237,Weekend Martial Arts Boxing Session,2025-07-04,2025-08-01,18:00,20:00,2.0,102153,427,Studio C3,100,Medical clearance needed,30,/images/martial arts-5.jpg
300369,Weekend Martial Arts MMA Class,2025-07-04,2025-08-29,09:00,11:00,2.0,102090,172,Studio B5,230,Medical clearance needed,15,/images/martial arts-2.jpg
300440,Afternoon Pilates Mat Session,2025-07-05,2025-08-30,19:00,21:00,2.0,102779,496,Studio B2,170,Age 16+,15,/images/pilates-2.jpg
300067,Weekend Yoga Intermediate Workshop,2025-07-05,2025-08-30,18:00,20:00,2.0,100232,54,Studio B3,220,No experience required,20,/images/yoga-2.jpg
300068,Weekend Martial Arts Kickboxing Class,2025-07-05,2025-08-30,18:00,20:00,2.0,101841,198,Studio B3,90,Medical clearance needed,30,/images/martial arts-4.jpg
300165,Evening Cycling HIIT Session,2025-07-05,2025-08-30,09:00,11:00,2.0,102331,25,Studio A3,150,Age 16+,30,/images/cycling-5.jpg
300035,Morning Yoga Beginner Class,2025-07-05,2025-08-30,14:00,16:00,2.0,102055,222,Studio C5,190,Age 16+,25,/images/yoga-3.jpg
300332,Weekend Martial Arts MMA Workshop,2025-07-06,2025-08-31,09:00,11:00,2.0,100710,40,Studio C3,170,No experience required,25,/images/martial arts-5.jpg
300003,Afternoon Martial Arts MMA Program,2025-07-06,2025-08-03,09:00,11:00,2.0,100139,465,Studio A3,110,No experience required,25,/images/martial arts-4.jpg
300006,Weekend Pilates Group Program,2025-07-06,2025-08-31,09:00,11:00,2.0,100415,101,Studio C2,120,No experience required,20,/images/pilates-5.jpg
300320,Weekend Cycling Endurance Class,2025-07-06,2025-09-28,19:00,21:00,2.0,102149,431,Studio A5,260,Medical clearance needed,20,/images/cycling-3.jpg
300013,Morning Cycling HIIT Session,2025-07-06,2025-08-03,14:00,16:00,2.0,100988,31,Studio C4,210,No experience required,25,/images/cycling-2.jpg
300467,Weekend Dance Aerobic Workshop,2025-07-07,2025-09-01,19:00,21:00,2.0,102100,432,Studio C3,150,No experience required,25,/images/dance-4.jpg
300084,Afternoon Martial Arts Boxing Program,2025-07-07,2025-08-04,14:00,16:00,2.0,101415,108,Studio C3,110,Medical clearance needed,20,/images/martial arts-2.jpg
300083,Evening Weightlifting Strength Session,2025-07-07,2025-09-29,14:00,16:00,2.0,102698,200,Studio C5,110,No experience required,25,/images/weightlifting-2.jpg
300479,Evening Cycling Indoor Class,2025-07-07,2025-09-29,14:00,16:00,2.0,101296,270,Studio B3,100,No experience required,25,/images/cycling-1.jpg
300279,Weekend Weightlifting Technique Class,2025-07-07,2025-08-04,18:00,20:00,2.0,100716,496,Studio A2,80,Medical clearance needed,20,/images/weightlifting-2.jpg
300211,Morning Cycling Indoor Program,2025-07-07,2025-08-04,19:00,21:00,2.0,101530,3,Studio A2,250,Medical clearance needed,30,/images/cycling-4.jpg
300301,Afternoon Yoga Beginner Workshop,2025-07-07,2025-08-04,14:00,16:00,2.0,102154,318,Studio B5,190,Medical clearance needed,20,/images/yoga-1.jpg
300474,Evening Dance Hip-hop Workshop,2025-07-07,2025-09-01,19:00,21:00,2.0,101387,230,Studio A5,200,No experience required,25,/images/dance-2.jpg
300464,Afternoon Yoga Prenatal Workshop,2025-07-07,2025-09-29,19:00,21:00,2.0,101533,11,Studio B5,80,Basic fitness required,20,/images/yoga-2.jpg
300426,Afternoon Yoga Advanced Class,2025-07-08,2025-09-30,09:00,11:00,2.0,102956,96,Studio A2,210,Basic fitness required,25,/images/yoga-2.jpg
300482,Evening Cycling Endurance Class,2025-07-08,2025-09-30,14:00,16:00,2.0,101543,141,Studio A5,240,No experience required,30,/images/cycling-2.jpg
300451,Evening Yoga Advanced Workshop,2025-07-08,2025-09-30,14:00,16:00,2.0,100899,195,Studio C4,260,Medical clearance needed,20,/images/yoga-4.jpg
300343,Morning Cycling Indoor Workshop,2025-07-08,2025-09-30,18:00,20:00,2.0,100618,391,Studio B1,190,Age 16+,25,/images/cycling-1.jpg
300448,Weekend Martial Arts MMA Program,2025-07-08,2025-09-30,18:00,20:00,2.0,102474,276,Studio A2,260,Age 16+,15,/images/martial arts-1.jpg
300016,Morning Dance Zumba Class,2025-07-09,2025-08-06,09:00,11:00,2.0,102423,18,Studio B1,50,Basic fitness required,30,/images/dance-2.jpg
300413,Evening Dance Aerobic Workshop,2025-07-09,2025-10-01,14:00,16:00,2.0,102035,16,Studio C3,180,Basic fitness required,25,/images/dance-5.jpg
300323,Weekend Dance Zumba Workshop,2025-07-10,2025-09-04,19:00,21:00,2.0,101687,103,Studio C1,100,No experience required,25,/images/dance-2.jpg
300089,Evening Yoga Intermediate Program,2025-07-10,2025-09-04,14:00,16:00,2.0,100640,256,Studio B4,200,Age 16+,25,/images/yoga-1.jpg
300145,Evening Weightlifting Power Workshop,2025-07-10,2025-10-02,19:00,21:00,2.0,100647,9,Studio A4,230,Age 16+,20,/images/weightlifting-2.jpg
300031,Weekend Dance Hip-hop Session,2025-07-11,2025-08-08,14:00,16:00,2.0,101093,493,Studio C3,120,Age 16+,30,/images/dance-1.jpg
300169,Evening Pilates Clinical Session,2025-07-11,2025-09-05,14:00,16:00,2.0,101486,383,Studio A1,120,Medical clearance needed,30,/images/pilates-3.jpg
300241,Evening Dance Aerobic Session,2025-07-11,2025-10-03,18:00,20:00,2.0,102202,18,Studio C1,50,Basic fitness required,20,/images/dance-3.jpg
300131,Evening Yoga Beginner Program,2025-07-12,2025-09-06,19:00,21:00,2.0,100728,290,Studio C3,60,Medical clearance needed,15,/images/yoga-1.jpg
300435,Weekend Weightlifting Strength Workshop,2025-07-12,2025-08-09,18:00,20:00,2.0,100008,110,Studio A4,190,No experience required,20,/images/weightlifting-3.jpg
300073,Evening Pilates Group Session,2025-07-12,2025-10-04,09:00,11:00,2.0,102474,299,Studio A4,60,Age 16+,20,/images/pilates-2.jpg
300298,Weekend Weightlifting Strength Session,2025-07-13,2025-08-10,09:00,11:00,2.0,100975,92,Studio A4,90,No experience required,20,/images/weightlifting-5.jpg
300296,Weekend Weightlifting Power Session,2025-07-13,2025-08-10,18:00,20:00,2.0,102041,178,Studio B2,290,No experience required,15,/images/weightlifting-5.jpg
300232,Evening Dance Hip-hop Program,2025-07-13,2025-09-07,19:00,21:00,2.0,101902,35,Studio B3,270,Basic fitness required,20,/images/dance-1.jpg
300101,Weekend Yoga Prenatal Class,2025-07-13,2025-08-10,18:00,20:00,2.0,102914,3,Studio C5,270,No experience required,25,/images/yoga-5.jpg
300133,Morning Cycling HIIT Workshop,2025-07-13,2025-08-10,18:00,20:00,2.0,100669,110,Studio C4,220,No experience required,25,/images/cycling-4.jpg
300049,Afternoon Yoga Intermediate Class,2025-07-13,2025-10-05,18:00,20:00,2.0,101863,153,Studio C3,90,Basic fitness required,25,/images/yoga-1.jpg
300367,Weekend Weightlifting Olympic Program,2025-07-13,2025-08-10,14:00,16:00,2.0,100081,289,Studio C5,60,No experience required,30,/images/weightlifting-4.jpg
300117,Afternoon Cycling Endurance Workshop,2025-07-13,2025-09-07,19:00,21:00,2.0,100229,414,Studio B3,120,No experience required,25,/images/cycling-1.jpg
300238,Morning Weightlifting Strength Session,2025-07-13,2025-10-05,19:00,21:00,2.0,102817,398,Studio A3,110,Medical clearance needed,25,/images/weightlifting-1.jpg
300095,Afternoon Martial Arts MMA Program,2025-07-13,2025-10-05,14:00,16:00,2.0,100277,285,Studio B1,260,Medical clearance needed,25,/images/martial arts-1.jpg
300433,Evening Dance Aerobic Session,2025-07-14,2025-10-06,18:00,20:00,2.0,101512,218,Studio C5,300,Basic fitness required,30,/images/dance-5.jpg
300423,Evening Weightlifting Olympic Session,2025-07-14,2025-10-06,19:00,21:00,2.0,102698,215,Studio A5,180,Medical clearance needed,20,/images/weightlifting-3.jpg
300039,Morning Yoga Beginner Session,2025-07-14,2025-10-06,18:00,20:00,2.0,100229,51,Studio A2,130,Basic fitness required,20,/images/yoga-5.jpg
300177,Afternoon Cycling Indoor Workshop,2025-07-14,2025-10-06,14:00,16:00,2.0,101213,239,Studio C3,170,No experience required,20,/images/cycling-4.jpg
300341,Morning Cycling HIIT Session,2025-07-14,2025-08-11,19:00,21:00,2.0,100289,350,Studio B3,130,Basic fitness required,20,/images/cycling-4.jpg
300047,Evening Pilates Reformer Workshop,2025-07-15,2025-09-09,19:00,21:00,2.0,102289,436,Studio A5,70,No experience required,20,/images/pilates-1.jpg
300498,Evening Cycling Endurance Session,2025-07-15,2025-10-07,09:00,11:00,2.0,101115,495,Studio B5,200,Age 16+,20,/images/cycling-2.jpg
300335,Afternoon Cycling Endurance Program,2025-07-15,2025-10-07,18:00,20:00,2.0,102511,432,Studio A4,100,No experience required,20,/images/cycling-4.jpg
300453,Evening Cycling Indoor Workshop,2025-07-15,2025-09-09,19:00,21:00,2.0,100345,247,Studio B4,160,Medical clearance needed,15,/images/cycling-4.jpg
300304,Morning Pilates Reformer Program,2025-07-15,2025-09-09,19:00,21:00,2.0,102160,447,Studio A3,50,Basic fitness required,15,/images/pilates-5.jpg
300494,Evening Pilates Group Class,2025-07-15,2025-10-07,14:00,16:00,2.0,101024,71,Studio C2,240,Medical clearance needed,30,/images/pilates-4.jpg
300468,Morning Cycling Endurance Workshop,2025-07-16,2025-08-13,14:00,16:00,2.0,102645,493,Studio B1,190,Age 16+,20,/images/cycling-2.jpg
300261,Weekend Dance Hip-hop Program,2025-07-16,2025-08-13,18:00,20:00,2.0,101024,101,Studio C2,220,No experience required,20,/images/dance-3.jpg
300027,Afternoon Yoga Hot Class,2025-07-16,2025-08-13,09:00,11:00,2.0,101215,445,Studio C3,50,Medical clearance needed,30,/images/yoga-4.jpg
300254,Afternoon Dance Hip-hop Workshop,2025-07-16,2025-08-13,19:00,21:00,2.0,101296,261,Studio A5,240,No experience required,30,/images/dance-4.jpg
300077,Evening Pilates Reformer Session,2025-07-16,2025-08-13,19:00,21:00,2.0,100722,434,Studio A2,250,Basic fitness required,30,/images/pilates-4.jpg
300239,Afternoon Dance Zumba Class,2025-07-16,2025-09-10,18:00,20:00,2.0,101179,120,Studio B4,280,Medical clearance needed,20,/images/dance-2.jpg
300270,Evening Yoga Hot Class,2025-07-16,2025-08-13,14:00,16:00,2.0,100208,315,Studio A5,240,No experience required,25,/images/yoga-5.jpg
300218,Afternoon Weightlifting Olympic Workshop,2025-07-17,2025-08-14,14:00,16:00,2.0,101467,221,Studio B5,210,No experience required,15,/images/weightlifting-3.jpg
300305,Afternoon Cycling HIIT Session,2025-07-17,2025-10-09,19:00,21:00,2.0,101063,284,Studio B4,260,Basic fitness required,30,/images/cycling-5.jpg
300042,Afternoon Cycling HIIT Class,2025-07-17,2025-08-14,14:00,16:00,2.0,100618,468,Studio A1,90,Age 16+,20,/images/cycling-4.jpg
300248,Weekend Pilates Reformer Program,2025-07-17,2025-09-11,18:00,20:00,2.0,101035,135,Studio B1,260,Basic fitness required,20,/images/pilates-2.jpg
300191,Evening Dance Zumba Program,2025-07-17,2025-08-14,14:00,16:00,2.0,100920,230,Studio A1,140,No experience required,30,/images/dance-3.jpg
300285,Evening Cycling Indoor Program,2025-07-17,2025-09-11,09:00,11:00,2.0,102996,104,Studio C2,140,Basic fitness required,20,/images/cycling-5.jpg
300179,Morning Weightlifting Strength Session,2025-07-17,2025-09-11,09:00,11:00,2.0,101398,223,Studio A3,90,No experience required,20,/images/weightlifting-2.jpg
300376,Morning Pilates Group Workshop,2025-07-17,2025-10-09,18:00,20:00,2.0,100008,49,Studio C2,280,Medical clearance needed,25,/images/pilates-4.jpg
300483,Weekend Weightlifting Technique Class,2025-07-18,2025-08-15,19:00,21:00,2.0,101715,148,Studio B3,290,Medical clearance needed,25,/images/weightlifting-5.jpg
300465,Evening Dance Zumba Workshop,2025-07-18,2025-09-12,19:00,21:00,2.0,102296,318,Studio A4,110,Age 16+,20,/images/dance-1.jpg
300354,Morning Yoga Prenatal Class,2025-07-18,2025-10-10,19:00,21:00,2.0,102542,30,Studio A4,200,Age 16+,20,/images/yoga-5.jpg
300196,Afternoon Cycling Endurance Class,2025-07-18,2025-09-12,14:00,16:00,2.0,102789,290,Studio A4,220,Basic fitness required,30,/images/cycling-3.jpg
300071,Weekend Yoga Prenatal Session,2025-07-18,2025-08-15,14:00,16:00,2.0,101764,281,Studio B5,110,Medical clearance needed,30,/images/yoga-1.jpg
300315,Evening Cycling Indoor Program,2025-07-19,2025-08-16,19:00,21:00,2.0,101462,133,Studio A1,270,Basic fitness required,25,/images/cycling-3.jpg
300471,Morning Cycling Endurance Workshop,2025-07-19,2025-10-11,18:00,20:00,2.0,102949,233,Studio C4,180,No experience required,15,/images/cycling-5.jpg
300116,Evening Pilates Clinical Session,2025-07-19,2025-08-16,19:00,21:00,2.0,102748,329,Studio B4,160,No experience required,30,/images/pilates-3.jpg
300339,Weekend Yoga Hot Program,2025-07-19,2025-09-13,19:00,21:00,2.0,100736,181,Studio B3,150,Age 16+,25,/images/yoga-4.jpg
300150,Weekend Cycling HIIT Session,2025-07-20,2025-08-17,18:00,20:00,2.0,100806,212,Studio B1,80,Age 16+,20,/images/cycling-5.jpg
300041,Afternoon Pilates Clinical Session,2025-07-20,2025-10-12,19:00,21:00,2.0,101531,151,Studio B3,240,Basic fitness required,20,/images/pilates-3.jpg
300357,Evening Dance Zumba Session,2025-07-20,2025-08-17,14:00,16:00,2.0,100232,305,Studio C4,80,Basic fitness required,25,/images/dance-4.jpg
300064,Afternoon Pilates Group Session,2025-07-20,2025-08-17,14:00,16:00,2.0,101121,57,Studio A5,90,No experience required,30,/images/pilates-5.jpg
300202,Weekend Martial Arts MMA Session,2025-07-20,2025-09-14,18:00,20:00,2.0,101888,95,Studio C4,190,Medical clearance needed,25,/images/martial arts-5.jpg
300299,Evening Cycling HIIT Class,2025-07-20,2025-09-14,18:00,20:00,2.0,101938,231,Studio C5,140,Basic fitness required,30,/images/cycling-4.jpg
300359,Evening Cycling Endurance Class,2025-07-20,2025-10-12,19:00,21:00,2.0,101681,321,Studio B4,100,Age 16+,25,/images/cycling-4.jpg
300481,Weekend Dance Hip-hop Session,2025-07-20,2025-08-17,09:00,11:00,2.0,101414,77,Studio C4,160,Medical clearance needed,25,/images/dance-2.jpg
300490,Morning Martial Arts Boxing Session,2025-07-20,2025-10-12,18:00,20:00,2.0,101533,266,Studio C1,240,No experience required,25,/images/martial arts-4.jpg
300438,Evening Yoga Hot Session,2025-07-21,2025-10-13,14:00,16:00,2.0,102869,240,Studio A2,300,No experience required,25,/images/yoga-2.jpg
300242,Weekend Dance Zumba Program,2025-07-21,2025-08-18,14:00,16:00,2.0,102789,428,Studio A1,300,No experience required,15,/images/dance-3.jpg
300424,Weekend Martial Arts MMA Program,2025-07-21,2025-10-13,14:00,16:00,2.0,101514,408,Studio B2,260,Age 16+,15,/images/martial arts-4.jpg
300363,Afternoon Yoga Intermediate Session,2025-07-21,2025-08-18,18:00,20:00,2.0,102311,479,Studio B5,180,No experience required,15,/images/yoga-1.jpg
300135,Morning Pilates Group Class,2025-07-21,2025-08-18,19:00,21:00,2.0,101462,479,Studio C1,240,Age 16+,20,/images/pilates-2.jpg
300403,Afternoon Weightlifting Technique Program,2025-07-21,2025-08-18,14:00,16:00,2.0,100618,362,Studio B3,90,Basic fitness required,15,/images/weightlifting-5.jpg
300052,Afternoon Weightlifting Strength Workshop,2025-07-21,2025-09-15,19:00,21:00,2.0,100722,291,Studio B2,250,No experience required,20,/images/weightlifting-5.jpg
300193,Evening Weightlifting Power Session,2025-07-22,2025-09-16,18:00,20:00,2.0,101485,198,Studio B1,130,Medical clearance needed,20,/images/weightlifting-2.jpg
300422,Morning Yoga Advanced Workshop,2025-07-22,2025-09-16,14:00,16:00,2.0,102985,396,Studio C5,160,Basic fitness required,30,/images/yoga-4.jpg
300189,Morning Weightlifting Olympic Workshop,2025-07-22,2025-08-19,14:00,16:00,2.0,100841,385,Studio B1,210,No experience required,20,/images/weightlifting-2.jpg
300308,Weekend Weightlifting Olympic Class,2025-07-22,2025-08-19,19:00,21:00,2.0,102770,132,Studio A1,170,Medical clearance needed,30,/images/weightlifting-3.jpg
300470,Afternoon Cycling Endurance Program,2025-07-22,2025-10-14,09:00,11:00,2.0,101512,225,Studio B2,130,No experience required,30,/images/cycling-4.jpg
300097,Weekend Martial Arts MMA Class,2025-07-23,2025-09-17,14:00,16:00,2.0,102682,166,Studio B2,110,No experience required,20,/images/martial arts-4.jpg
300082,Evening Martial Arts Kickboxing Class,2025-07-23,2025-10-15,09:00,11:00,2.0,101215,118,Studio A3,240,Basic fitness required,30,/images/martial arts-1.jpg
300234,Evening Cycling Indoor Class,2025-07-23,2025-09-17,18:00,20:00,2.0,101539,204,Studio A5,50,No experience required,20,/images/cycling-1.jpg
300404,Evening Weightlifting Olympic Program,2025-07-23,2025-10-15,09:00,11:00,2.0,102779,177,Studio A3,110,No experience required,20,/images/weightlifting-2.jpg
300152,Weekend Yoga Advanced Workshop,2025-07-23,2025-10-15,14:00,16:00,2.0,100949,254,Studio C5,180,Basic fitness required,30,/images/yoga-4.jpg
300258,Morning Cycling HIIT Program,2025-07-23,2025-09-17,18:00,20:00,2.0,100472,133,Studio C5,190,Medical clearance needed,20,/images/cycling-1.jpg
300284,Evening Dance Hip-hop Workshop,2025-07-23,2025-08-20,18:00,20:00,2.0,101841,271,Studio C4,150,No experience required,15,/images/dance-2.jpg
300186,Afternoon Dance Zumba Program,2025-07-24,2025-08-21,18:00,20:00,2.0,101160,454,Studio A4,240,Basic fitness required,25,/images/dance-5.jpg
300476,Afternoon Cycling HIIT Program,2025-07-24,2025-10-16,09:00,11:00,2.0,102759,450,Studio A3,240,Basic fitness required,25,/images/cycling-1.jpg
300266,Morning Weightlifting Strength Class,2025-07-24,2025-10-16,19:00,21:00,2.0,100503,85,Studio C4,260,Medical clearance needed,30,/images/weightlifting-3.jpg
300197,Afternoon Cycling HIIT Workshop,2025-07-24,2025-10-16,09:00,11:00,2.0,100920,125,Studio A5,180,Age 16+,30,/images/cycling-1.jpg
300280,Weekend Cycling Indoor Workshop,2025-07-24,2025-08-21,14:00,16:00,2.0,101725,32,Studio B4,70,Age 16+,15,/images/cycling-4.jpg
300224,Afternoon Cycling HIIT Workshop,2025-07-25,2025-09-19,14:00,16:00,2.0,100600,339,Studio B4,130,Basic fitness required,30,/images/cycling-3.jpg
300334,Afternoon Weightlifting Olympic Session,2025-07-25,2025-09-19,09:00,11:00,2.0,102758,129,Studio A5,170,Basic fitness required,30,/images/weightlifting-2.jpg
300283,Evening Weightlifting Strength Program,2025-07-25,2025-10-17,14:00,16:00,2.0,100899,357,Studio B4,70,No experience required,25,/images/weightlifting-4.jpg
300380,Afternoon Martial Arts Boxing Session,2025-07-25,2025-08-22,19:00,21:00,2.0,101297,127,Studio C1,240,No experience required,25,/images/martial arts-2.jpg
300061,Evening Weightlifting Olympic Session,2025-07-25,2025-10-17,09:00,11:00,2.0,102160,332,Studio B1,200,No experience required,20,/images/weightlifting-4.jpg
300200,Afternoon Pilates Group Program,2025-07-26,2025-10-18,14:00,16:00,2.0,100974,308,Studio A3,80,Age 16+,30,/images/pilates-3.jpg
300269,Morning Cycling Endurance Session,2025-07-26,2025-09-20,19:00,21:00,2.0,101715,9,Studio C1,230,Basic fitness required,25,/images/cycling-4.jpg
300183,Morning Weightlifting Power Session,2025-07-26,2025-08-23,14:00,16:00,2.0,100575,252,Studio A5,180,Medical clearance needed,25,/images/weightlifting-2.jpg
300347,Afternoon Dance Zumba Program,2025-07-26,2025-10-18,09:00,11:00,2.0,100821,497,Studio B2,90,No experience required,20,/images/dance-4.jpg
300428,Weekend Cycling HIIT Workshop,2025-07-26,2025-09-20,14:00,16:00,2.0,102103,88,Studio B5,150,No experience required,20,/images/cycling-1.jpg
300137,Weekend Yoga Prenatal Session,2025-07-26,2025-08-23,18:00,20:00,2.0,102431,420,Studio C3,270,No experience required,20,/images/yoga-5.jpg
300294,Morning Pilates Group Class,2025-07-26,2025-10-18,18:00,20:00,2.0,101806,235,Studio A3,160,Medical clearance needed,25,/images/pilates-5.jpg
300063,Morning Pilates Group Class,2025-07-27,2025-09-21,14:00,16:00,2.0,100396,45,Studio B5,290,Age 16+,30,/images/pilates-4.jpg
300166,Morning Cycling HIIT Workshop,2025-07-27,2025-10-19,19:00,21:00,2.0,100756,462,Studio C4,290,Basic fitness required,25,/images/cycling-2.jpg
300059,Afternoon Yoga Advanced Session,2025-07-27,2025-08-24,19:00,21:00,2.0,101879,415,Studio B4,130,Age 16+,20,/images/yoga-1.jpg
300489,Weekend Yoga Hot Workshop,2025-07-27,2025-10-19,14:00,16:00,2.0,100371,77,Studio C4,190,No experience required,20,/images/yoga-5.jpg
300029,Morning Yoga Advanced Session,2025-07-27,2025-10-19,09:00,11:00,2.0,102996,247,Studio C5,270,Age 16+,20,/images/yoga-1.jpg
300401,Afternoon Weightlifting Power Session,2025-07-28,2025-09-22,18:00,20:00,2.0,100251,349,Studio C5,160,Age 16+,25,/images/weightlifting-5.jpg
300115,Afternoon Cycling HIIT Program,2025-07-28,2025-10-20,14:00,16:00,2.0,100195,440,Studio C4,210,Basic fitness required,25,/images/cycling-5.jpg
300340,Weekend Yoga Advanced Workshop,2025-07-28,2025-09-22,09:00,11:00,2.0,102727,313,Studio A3,280,Medical clearance needed,20,/images/yoga-5.jpg
300286,Evening Pilates Reformer Session,2025-07-28,2025-09-22,14:00,16:00,2.0,101579,209,Studio A1,80,Basic fitness required,30,/images/pilates-3.jpg
300172,Weekend Dance Aerobic Program,2025-07-28,2025-09-22,18:00,20:00,2.0,100472,367,Studio B3,280,Basic fitness required,20,/images/dance-1.jpg
